race,height,weight,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,density
elf,66,114,30,12,12,12,8,13,13,1.7272727272727273
elf,65,145,30,15,8,12,14,12,11,2.230769230769231
elf,70,202,30,17,13,12,12,8,14,2.8857142857142857
elf,68,132,30,17,8,15,11,8,11,1.9411764705882353
elf,71,175,30,9,12,8,12,14,12,2.464788732394366
elf,64,140,30,8,8,15,18,10,15,2.1875
elf,65,145,30,15,12,15,15,17,14,2.230769230769231
elf,73,128,30,10,9,18,10,14,15,1.7534246575342465
elf,60,132,30,16,11,18,12,11,10,2.2
elf,63,126,30,9,11,10,14,11,10,2.0
elf,67,181,30,11,12,14,9,14,14,2.701492537313433
elf,74,150,30,16,13,16,9,14,10,2.027027027027027
elf,60,108,30,9,10,13,12,8,11,1.8
elf,72,216,30,5,9,13,11,10,13,3.0
elf,74,250,30,13,12,14,10,12,13,3.3783783783783785
elf,56,94,30,11,11,6,11,5,11,1.6785714285714286
elf,62,146,30,11,13,10,10,11,13,2.3548387096774195
elf,69,120,30,16,12,13,9,12,17,1.7391304347826086
elf,69,165,30,17,9,17,12,13,12,2.391304347826087
elf,58,106,30,14,16,11,11,10,10,1.8275862068965518
elf,68,132,30,7,14,12,18,12,12,1.9411764705882353
elf,61,111,30,12,13,15,14,13,12,1.819672131147541
elf,68,146,30,5,13,8,10,11,12,2.1470588235294117
elf,64,150,30,13,11,13,17,11,14,2.34375
elf,65,145,30,14,11,14,16,9,13,2.230769230769231
elf,74,170,30,12,10,17,9,15,16,2.2972972972972974
elf,65,145,30,11,5,11,13,17,13,2.230769230769231
elf,60,108,30,10,12,14,5,13,10,1.8
elf,72,198,30,14,15,17,15,13,15,2.75
elf,72,234,30,10,10,16,9,15,15,3.25
elf,65,145,30,11,14,12,13,10,15,2.230769230769231
elf,64,130,30,9,11,13,14,12,13,2.03125
elf,71,192,30,7,14,14,14,13,15,2.704225352112676
elf,72,180,30,9,13,12,8,9,10,2.5
elf,62,122,30,12,11,13,17,14,7,1.967741935483871
elf,70,186,30,16,13,11,18,10,12,2.657142857142857
elf,72,162,30,6,16,8,7,12,11,2.25
elf,61,118,30,15,12,16,16,12,12,1.9344262295081966
elf,65,145,30,15,17,15,10,12,15,2.230769230769231
elf,62,130,30,9,8,13,11,8,15,2.096774193548387
elf,60,120,30,9,9,12,6,14,13,2.0
elf,66,162,30,9,10,10,8,18,9,2.4545454545454546
elf,74,150,30,14,10,13,15,12,15,2.027027027027027
elf,63,117,30,10,9,14,10,9,9,1.8571428571428572
elf,63,108,30,14,9,17,9,7,10,1.7142857142857142
elf,61,146,30,10,17,10,14,8,12,2.3934426229508197
elf,61,104,30,13,8,8,13,12,13,1.7049180327868851
elf,60,114,30,13,17,15,15,4,12,1.9
elf,61,132,30,14,8,16,11,10,8,2.1639344262295084
elf,62,122,30,9,10,9,13,14,9,1.967741935483871
elf,57,105,30,10,15,13,14,12,13,1.8421052631578947
elf,69,165,30,12,16,14,10,16,14,2.391304347826087
elf,63,153,30,13,11,12,6,4,10,2.4285714285714284
elf,73,166,30,15,10,8,6,10,16,2.2739726027397262
elf,70,202,30,12,9,16,13,15,15,2.8857142857142857
elf,63,153,30,10,14,12,8,12,17,2.4285714285714284
elf,65,134,30,5,10,14,12,14,6,2.0615384615384613
elf,59,120,30,12,12,11,15,16,16,2.0338983050847457
elf,57,114,30,14,15,11,14,7,14,2.0
elf,67,155,30,16,16,11,12,11,12,2.3134328358208953
elf,63,117,30,10,16,15,12,10,7,1.8571428571428572
elf,63,153,30,14,10,11,14,12,12,2.4285714285714284
elf,63,153,30,8,14,14,15,15,10,2.4285714285714284
elf,65,145,30,17,11,15,11,10,8,2.230769230769231
elf,65,156,30,13,18,13,10,15,12,2.4
elf,66,162,30,14,6,12,11,14,13,2.4545454545454546
elf,65,167,30,10,16,9,13,14,10,2.5692307692307694
elf,60,108,30,8,15,10,12,15,11,1.8
elf,69,195,30,14,13,13,17,12,14,2.8260869565217392
elf,68,146,30,7,11,11,16,8,16,2.1470588235294117
elf,66,186,30,14,14,14,14,9,11,2.8181818181818183
elf,60,138,30,13,6,12,16,14,12,2.3
elf,61,118,30,13,14,16,9,8,8,1.9344262295081966
elf,61,125,30,16,14,9,16,10,14,2.0491803278688523
elf,64,140,30,14,14,14,14,9,13,2.1875
elf,71,141,30,8,5,16,11,15,8,1.9859154929577465
elf,66,150,30,14,11,13,13,16,13,2.272727272727273
elf,58,110,30,16,13,14,10,14,10,1.896551724137931
elf,62,130,30,13,9,13,13,14,11,2.096774193548387
elf,65,123,30,8,4,6,13,16,10,1.8923076923076922
elf,71,175,30,14,11,18,14,14,15,2.464788732394366
elf,61,111,30,15,15,15,15,9,16,1.819672131147541
elf,68,132,30,13,15,8,15,9,13,1.9411764705882353
elf,63,117,30,15,14,17,14,13,14,1.8571428571428572
elf,67,181,30,14,6,11,12,8,15,2.701492537313433
elf,58,106,30,10,13,12,10,10,15,1.8275862068965518
elf,64,140,30,15,12,14,9,11,9,2.1875
elf,63,126,30,9,11,14,14,15,15,2.0
elf,63,135,30,18,7,12,15,12,12,2.142857142857143
elf,69,120,30,17,13,10,12,10,10,1.7391304347826086
elf,66,150,30,16,9,15,9,17,7,2.272727272727273
elf,65,134,30,15,10,12,11,11,16,2.0615384615384613
elf,63,117,30,14,14,9,10,14,14,1.8571428571428572
elf,70,170,30,12,14,8,13,14,11,2.4285714285714284
elf,67,129,30,17,15,14,12,11,15,1.9253731343283582
elf,69,195,30,16,13,11,16,14,8,2.8260869565217392
elf,64,140,30,9,12,11,17,10,12,2.1875
elf,67,155,30,10,14,11,11,10,10,2.3134328358208953
elf,67,194,30,14,9,13,9,13,13,2.8955223880597014
elf,68,146,30,8,11,13,13,14,10,2.1470588235294117
elf,58,110,30,15,13,15,6,14,13,1.896551724137931
elf,59,110,30,12,14,11,17,11,13,1.8644067796610169
elf,56,104,30,12,14,18,12,13,15,1.8571428571428572
elf,68,202,30,11,10,15,11,13,12,2.9705882352941178
elf,68,160,30,14,14,13,12,14,11,2.3529411764705883
elf,59,115,30,13,11,14,15,14,12,1.9491525423728813
elf,69,195,30,15,10,12,8,9,11,2.8260869565217392
elf,60,114,30,10,10,17,16,13,9,1.9
elf,74,170,30,15,16,6,15,11,7,2.2972972972972974
elf,72,126,30,17,12,11,14,16,12,1.75
elf,66,150,30,9,10,13,7,10,15,2.272727272727273
elf,63,144,30,13,13,9,17,10,8,2.2857142857142856
elf,68,146,30,14,14,18,14,16,15,2.1470588235294117
elf,63,117,30,10,17,13,10,15,16,1.8571428571428572
elf,62,114,30,11,16,10,14,14,18,1.8387096774193548
elf,68,188,30,10,11,13,13,15,11,2.764705882352941
elf,65,145,30,10,12,15,9,14,12,2.230769230769231
elf,61,132,30,7,11,10,12,14,10,2.1639344262295084
elf,66,162,30,11,13,13,4,11,14,2.4545454545454546
elf,66,162,30,14,14,13,13,8,10,2.4545454545454546
elf,60,120,30,9,15,10,13,9,10,2.0
elf,66,186,30,11,10,14,11,15,12,2.8181818181818183
elf,62,154,30,14,15,9,11,8,13,2.4838709677419355
elf,65,156,30,13,10,11,11,10,11,2.4
elf,68,146,30,10,11,4,15,15,12,2.1470588235294117
elf,63,153,30,15,13,14,12,14,16,2.4285714285714284
elf,64,140,30,15,14,12,12,5,17,2.1875
elf,71,175,30,12,9,14,12,9,12,2.464788732394366
elf,66,138,30,16,5,13,12,9,15,2.090909090909091
elf,58,114,30,16,17,13,15,10,16,1.9655172413793103
elf,69,150,30,14,15,10,14,16,10,2.1739130434782608
elf,67,155,30,5,11,14,11,11,18,2.3134328358208953
elf,65,145,30,11,14,14,6,15,9,2.230769230769231
elf,65,134,30,16,11,12,7,17,8,2.0615384615384613
elf,61,132,30,16,14,13,12,16,16,2.1639344262295084
elf,66,150,30,15,12,7,9,14,10,2.272727272727273
elf,58,98,30,15,8,16,10,17,10,1.6896551724137931
elf,70,170,30,13,11,16,14,14,10,2.4285714285714284
elf,66,138,30,15,18,12,15,9,15,2.090909090909091
elf,56,100,30,13,13,8,14,17,16,1.7857142857142858
elf,67,142,30,15,12,11,14,15,14,2.1194029850746268
elf,63,135,30,15,16,12,12,15,13,2.142857142857143
elf,66,114,30,13,13,12,4,12,13,1.7272727272727273
elf,67,155,30,16,12,14,10,11,14,2.3134328358208953
elf,69,135,30,12,12,16,10,16,9,1.9565217391304348
elf,66,114,30,9,8,16,10,11,9,1.7272727272727273
elf,64,140,30,11,11,8,11,17,9,2.1875
elf,56,102,30,12,12,15,12,14,9,1.8214285714285714
elf,65,178,30,13,10,15,9,15,12,2.7384615384615385
elf,66,150,30,16,12,7,16,11,13,2.272727272727273
elf,60,114,30,12,12,12,6,16,15,1.9
elf,64,140,30,12,13,13,12,10,8,2.1875
elf,64,170,30,13,14,9,15,10,10,2.65625
elf,63,126,30,9,15,14,16,16,6,2.0
elf,64,120,30,16,17,13,13,13,12,1.875
elf,61,125,30,11,16,16,15,10,8,2.0491803278688523
elf,71,175,30,12,13,15,12,12,11,2.464788732394366
elf,66,174,30,12,5,15,11,14,15,2.6363636363636362
elf,65,167,30,15,14,9,6,13,12,2.5692307692307694
elf,69,195,30,15,14,16,14,10,10,2.8260869565217392
elf,65,156,30,8,14,13,8,15,16,2.4
elf,69,210,30,14,9,15,13,16,14,3.0434782608695654
elf,60,102,30,14,12,17,12,11,13,1.7
elf,59,120,30,13,13,15,9,14,11,2.0338983050847457
elf,67,142,30,7,13,13,16,16,14,2.1194029850746268
elf,67,129,30,13,10,9,13,14,14,1.9253731343283582
elf,65,156,30,11,15,15,13,12,15,2.4
elf,66,162,30,5,15,17,8,10,12,2.4545454545454546
elf,65,156,30,15,13,9,10,13,13,2.4
elf,68,118,30,16,13,12,12,14,7,1.7352941176470589
elf,66,150,30,11,15,10,13,11,15,2.272727272727273
elf,60,114,30,14,9,11,12,17,14,1.9
elf,69,165,30,8,11,14,17,12,16,2.391304347826087
elf,71,192,30,13,16,15,15,15,8,2.704225352112676
elf,63,153,30,13,16,10,14,6,15,2.4285714285714284
elf,64,140,30,9,9,12,10,8,10,2.1875
elf,66,150,30,15,15,7,12,9,14,2.272727272727273
elf,69,135,30,11,15,10,16,10,15,1.9565217391304348
elf,61,132,30,6,11,11,13,12,16,2.1639344262295084
elf,65,167,30,13,8,11,17,14,9,2.5692307692307694
elf,66,138,30,17,10,14,16,14,14,2.090909090909091
elf,59,110,30,12,13,10,14,9,9,1.8644067796610169
elf,70,202,30,10,11,17,16,16,17,2.8857142857142857
elf,71,175,30,13,10,11,16,13,13,2.464788732394366
elf,65,134,30,14,11,12,9,8,9,2.0615384615384613
elf,61,118,30,16,11,10,17,14,10,1.9344262295081966
elf,65,178,30,16,10,15,15,12,13,2.7384615384615385
elf,65,178,30,10,13,13,14,11,12,2.7384615384615385
elf,70,170,30,15,10,12,17,10,14,2.4285714285714284
elf,67,129,30,16,10,15,12,10,12,1.9253731343283582
elf,70,170,30,9,17,11,14,12,8,2.4285714285714284
elf,66,150,30,16,15,7,15,12,13,2.272727272727273
elf,73,166,30,14,14,13,15,12,13,2.2739726027397262
elf,65,178,30,13,13,7,12,7,10,2.7384615384615385
elf,64,160,30,10,14,14,11,13,8,2.5
elf,58,114,30,14,8,18,12,8,10,1.9655172413793103
elf,59,125,30,14,13,11,16,13,15,2.1186440677966103
elf,61,146,30,13,13,15,14,13,12,2.3934426229508197
elf,59,100,30,18,11,16,11,16,7,1.694915254237288
elf,66,150,30,13,15,15,14,18,9,2.272727272727273
elf,68,160,30,11,12,8,14,18,14,2.3529411764705883
elf,63,126,30,16,15,14,13,16,13,2.0
elf,66,126,30,15,14,15,13,9,10,1.9090909090909092
elf,65,134,30,14,12,15,17,13,16,2.0615384615384613
elf,62,106,30,10,18,8,12,12,11,1.7096774193548387
elf,70,186,30,9,16,7,14,10,15,2.657142857142857
elf,66,162,30,11,15,13,14,15,9,2.4545454545454546
elf,59,115,30,14,8,10,13,6,18,1.9491525423728813
elf,64,140,30,13,8,11,10,16,10,2.1875
elf,64,160,30,16,7,14,8,11,16,2.5
elf,63,135,30,9,10,13,11,12,14,2.142857142857143
elf,59,115,30,17,12,14,17,11,10,1.9491525423728813
elf,67,181,30,11,8,16,14,13,14,2.701492537313433
elf,70,138,30,18,13,12,10,15,9,1.9714285714285715
elf,59,115,30,11,12,11,16,12,6,1.9491525423728813
elf,67,142,30,14,12,15,9,11,9,2.1194029850746268
elf,68,146,30,14,9,12,14,15,10,2.1470588235294117
elf,70,186,30,12,12,8,16,16,10,2.657142857142857
elf,71,209,30,16,16,13,16,8,10,2.943661971830986
elf,67,116,30,4,14,10,8,10,16,1.7313432835820894
elf,63,108,30,13,6,9,9,5,15,1.7142857142857142
elf,68,118,30,7,13,13,12,13,12,1.7352941176470589
elf,67,155,30,14,8,16,7,15,13,2.3134328358208953
elf,66,138,30,16,9,5,5,9,10,2.090909090909091
elf,66,114,30,13,9,13,13,7,11,1.7272727272727273
elf,60,120,30,16,10,11,13,11,15,2.0
elf,65,145,30,8,7,16,16,15,14,2.230769230769231
elf,68,146,30,13,10,15,11,11,14,2.1470588235294117
elf,73,185,30,15,15,10,9,18,13,2.5342465753424657
elf,63,153,30,12,13,8,10,11,17,2.4285714285714284
elf,68,188,30,15,9,12,10,11,14,2.764705882352941
elf,64,150,30,15,16,15,9,10,15,2.34375
elf,67,194,30,14,10,6,16,9,5,2.8955223880597014
elf,64,140,30,12,15,11,13,11,13,2.1875
elf,65,123,30,17,8,13,13,8,10,1.8923076923076922
elf,69,165,30,10,13,12,16,13,12,2.391304347826087
elf,65,156,30,10,11,13,13,14,11,2.4
elf,60,132,30,16,10,5,16,13,11,2.2
elf,64,140,30,12,14,14,17,16,9,2.1875
elf,67,129,30,12,11,12,14,12,15,1.9253731343283582
elf,70,154,30,14,17,5,16,10,15,2.2
elf,66,162,30,16,11,9,13,11,10,2.4545454545454546
elf,63,117,30,12,13,13,12,12,15,1.8571428571428572
elf,66,138,30,13,15,10,7,10,14,2.090909090909091
elf,67,142,30,12,11,10,14,10,16,2.1194029850746268
elf,63,126,30,16,13,17,9,16,12,2.0
elf,59,110,30,10,10,13,11,13,12,1.8644067796610169
elf,69,150,30,12,12,14,17,11,13,2.1739130434782608
elf,60,102,30,10,13,13,11,9,10,1.7
elf,67,155,30,16,11,14,10,13,12,2.3134328358208953
elf,61,125,30,11,12,18,12,7,16,2.0491803278688523
elf,66,150,30,11,17,13,9,8,11,2.272727272727273
elf,71,209,30,14,12,12,11,9,14,2.943661971830986
elf,60,120,30,14,16,17,13,17,10,2.0
elf,61,125,30,15,12,8,10,12,16,2.0491803278688523
elf,72,180,30,15,14,10,7,17,10,2.5
elf,65,134,30,13,13,12,15,14,10,2.0615384615384613
elf,66,150,30,8,14,10,17,13,17,2.272727272727273
elf,64,110,30,15,16,10,15,12,15,1.71875
elf,66,174,30,10,9,9,5,14,16,2.6363636363636362
elf,71,175,30,16,11,11,3,8,9,2.464788732394366
elf,66,162,30,15,14,11,13,9,17,2.4545454545454546
elf,62,130,30,15,13,11,6,10,11,2.096774193548387
elf,63,144,30,10,13,6,12,13,11,2.2857142857142856
elf,66,162,30,18,14,15,16,8,15,2.4545454545454546
elf,67,155,30,15,14,12,12,11,13,2.3134328358208953
elf,65,134,30,11,12,11,11,12,11,2.0615384615384613
elf,64,140,30,7,12,14,9,13,8,2.1875
elf,58,102,30,13,12,12,13,12,9,1.7586206896551724
elf,70,218,30,8,13,12,12,13,14,3.1142857142857143
elf,62,154,30,8,7,17,13,9,12,2.4838709677419355
elf,68,132,30,16,15,14,15,9,15,1.9411764705882353
elf,68,188,30,7,13,8,6,12,12,2.764705882352941
elf,63,126,30,10,10,11,15,13,13,2.0
elf,62,138,30,13,12,14,13,8,11,2.225806451612903
elf,66,174,30,11,17,5,12,14,13,2.6363636363636362
elf,62,122,30,9,14,12,14,11,17,1.967741935483871
elf,60,126,30,12,6,14,16,10,15,2.1
elf,63,144,30,12,11,11,11,12,14,2.2857142857142856
elf,65,156,30,15,15,12,14,12,12,2.4
elf,63,144,30,15,11,10,9,16,11,2.2857142857142856
elf,61,132,30,7,16,11,10,13,15,2.1639344262295084
elf,58,110,30,9,14,14,12,13,7,1.896551724137931
elf,68,160,30,11,11,14,10,10,6,2.3529411764705883
elf,65,167,30,10,13,10,16,9,11,2.5692307692307694
elf,63,135,30,9,10,10,13,15,11,2.142857142857143
elf,64,160,30,11,13,16,13,6,18,2.5
elf,60,108,30,15,11,18,10,10,11,1.8
elf,61,139,30,14,8,10,12,13,8,2.278688524590164
elf,61,125,30,15,9,17,14,12,12,2.0491803278688523
elf,63,144,30,12,13,6,7,18,8,2.2857142857142856
elf,57,96,30,10,13,13,10,16,15,1.6842105263157894
elf,60,132,30,17,15,16,9,10,11,2.2
elf,64,150,30,14,11,6,11,14,14,2.34375
elf,61,125,30,11,14,15,14,7,16,2.0491803278688523
elf,71,141,30,11,8,9,11,9,14,1.9859154929577465
elf,66,138,30,11,11,14,11,10,12,2.090909090909091
elf,68,146,30,17,10,15,13,9,13,2.1470588235294117
elf,62,130,30,13,12,14,10,17,7,2.096774193548387
elf,67,194,30,13,14,12,13,16,12,2.8955223880597014
elf,59,120,30,13,10,10,16,12,17,2.0338983050847457
elf,64,130,30,15,15,14,9,12,18,2.03125
elf,66,150,30,15,8,12,14,11,14,2.272727272727273
elf,74,230,30,15,8,11,10,11,10,3.108108108108108
elf,65,134,30,15,14,9,10,10,11,2.0615384615384613
elf,66,150,30,15,16,15,3,17,11,2.272727272727273
elf,70,186,30,14,16,13,9,7,10,2.657142857142857
elf,67,129,30,12,12,13,11,11,13,1.9253731343283582
elf,62,106,30,14,13,12,7,10,17,1.7096774193548387
elf,65,167,30,13,13,14,7,11,11,2.5692307692307694
elf,64,170,30,7,11,11,5,15,17,2.65625
elf,65,156,30,13,13,12,9,5,12,2.4
elf,59,125,30,15,13,12,11,14,13,2.1186440677966103
elf,69,120,30,12,13,17,12,18,12,1.7391304347826086
elf,66,138,30,14,10,9,12,11,10,2.090909090909091
elf,62,106,30,12,9,14,15,13,13,1.7096774193548387
elf,68,146,30,18,13,9,8,14,8,2.1470588235294117
elf,60,126,30,16,14,13,14,13,9,2.1
elf,66,138,30,16,9,8,16,16,11,2.090909090909091
elf,65,156,30,13,14,10,7,10,13,2.4
elf,69,195,30,15,12,12,12,14,9,2.8260869565217392
elf,63,153,30,18,18,7,14,9,14,2.4285714285714284
elf,60,114,30,13,13,12,14,13,12,1.9
elf,70,170,30,6,10,13,12,11,11,2.4285714285714284
elf,70,170,30,14,11,10,13,14,11,2.4285714285714284
elf,62,138,30,12,14,17,13,6,7,2.225806451612903
elf,62,138,30,10,16,14,13,14,12,2.225806451612903
elf,62,130,30,13,13,11,13,9,13,2.096774193548387
elf,59,115,30,14,13,14,11,13,10,1.9491525423728813
elf,69,150,30,14,13,10,11,8,17,2.1739130434782608
elf,63,117,30,18,14,12,10,12,10,1.8571428571428572
elf,58,114,30,15,14,14,6,11,16,1.9655172413793103
elf,72,198,30,12,8,12,6,14,7,2.75
elf,70,202,30,16,11,15,12,14,13,2.8857142857142857
elf,72,180,30,8,7,12,13,18,14,2.5
elf,65,134,30,14,11,11,9,9,13,2.0615384615384613
elf,68,132,30,14,16,13,10,8,18,1.9411764705882353
elf,67,142,30,14,16,11,13,12,10,2.1194029850746268
elf,65,134,30,9,10,15,8,18,5,2.0615384615384613
elf,65,156,30,11,13,12,12,8,9,2.4
elf,65,145,30,14,6,12,16,5,14,2.230769230769231
elf,66,174,30,13,11,14,13,9,12,2.6363636363636362
elf,65,167,30,7,15,12,10,14,13,2.5692307692307694
elf,57,99,30,14,16,14,13,9,8,1.736842105263158
elf,67,155,30,15,11,15,14,9,13,2.3134328358208953
elf,61,104,30,16,11,11,9,8,14,1.7049180327868851
elf,57,111,30,11,14,7,13,10,9,1.9473684210526316
elf,59,125,30,12,12,10,9,17,10,2.1186440677966103
elf,72,162,30,11,9,12,11,15,12,2.25
elf,63,108,30,15,17,11,11,10,8,1.7142857142857142
elf,58,110,30,16,14,8,16,15,16,1.896551724137931
elf,74,170,30,12,10,12,12,7,11,2.2972972972972974
elf,65,123,30,11,10,9,12,15,13,1.8923076923076922
elf,66,186,30,10,12,13,12,15,13,2.8181818181818183
elf,72,216,30,14,8,9,6,14,15,3.0
elf,65,123,30,10,9,12,10,16,11,1.8923076923076922
elf,63,117,30,15,15,9,5,11,9,1.8571428571428572
elf,70,138,30,13,16,10,8,14,10,1.9714285714285715
elf,64,120,30,15,11,14,16,14,15,1.875
elf,66,126,30,13,15,7,12,16,16,1.9090909090909092
elf,59,115,30,11,13,12,14,17,12,1.9491525423728813
elf,61,118,30,9,15,13,12,14,11,1.9344262295081966
elf,65,145,30,13,12,13,13,8,10,2.230769230769231
elf,61,125,30,9,17,15,14,17,10,2.0491803278688523
elf,65,145,30,13,15,13,10,16,12,2.230769230769231
elf,70,186,30,11,11,10,9,10,14,2.657142857142857
elf,70,218,30,13,14,12,13,11,13,3.1142857142857143
elf,66,162,30,10,10,5,10,18,15,2.4545454545454546
elf,67,194,30,16,9,7,15,13,15,2.8955223880597014
elf,66,150,30,14,8,12,7,7,13,2.272727272727273
elf,69,195,30,13,7,14,9,15,17,2.8260869565217392
elf,66,162,30,12,15,16,14,12,15,2.4545454545454546
elf,62,114,30,9,12,13,11,12,13,1.8387096774193548
elf,63,153,30,14,14,10,16,14,9,2.4285714285714284
elf,69,210,30,16,10,8,12,15,9,3.0434782608695654
elf,70,186,30,14,11,17,15,14,12,2.657142857142857
elf,71,192,30,15,14,13,13,16,12,2.704225352112676
elf,65,145,30,13,11,16,17,7,14,2.230769230769231
elf,65,134,30,10,12,15,10,10,16,2.0615384615384613
elf,63,144,30,7,14,16,10,9,12,2.2857142857142856
elf,60,114,30,9,13,12,12,17,9,1.9
elf,59,110,30,8,10,12,9,14,14,1.8644067796610169
elf,65,123,30,9,10,14,14,15,14,1.8923076923076922
elf,58,114,30,13,9,11,13,17,11,1.9655172413793103
elf,71,175,30,15,16,17,17,17,17,2.464788732394366
elf,63,153,30,15,10,16,15,14,12,2.4285714285714284
elf,69,195,30,14,13,11,14,8,15,2.8260869565217392
elf,66,162,30,15,13,13,15,11,12,2.4545454545454546
elf,73,185,30,14,13,15,11,14,11,2.5342465753424657
elf,69,195,30,10,4,13,11,14,15,2.8260869565217392
elf,66,186,30,15,9,17,15,18,16,2.8181818181818183
elf,64,140,30,17,8,14,16,9,17,2.1875
elf,68,174,30,16,14,9,10,9,7,2.5588235294117645
elf,69,165,30,15,11,13,11,12,14,2.391304347826087
elf,57,105,30,16,15,7,13,11,15,1.8421052631578947
elf,65,178,30,12,15,16,10,12,12,2.7384615384615385
elf,67,155,30,11,15,10,13,12,8,2.3134328358208953
elf,57,108,30,12,14,13,13,13,8,1.894736842105263
elf,65,123,30,14,16,9,16,13,12,1.8923076923076922
elf,62,138,30,16,10,13,16,9,6,2.225806451612903
elf,72,144,30,13,16,15,7,13,14,2.0
elf,63,144,30,13,15,12,14,13,12,2.2857142857142856
elf,65,145,30,12,13,10,11,13,17,2.230769230769231
elf,72,180,30,13,16,13,9,11,11,2.5
elf,63,135,30,15,16,16,16,11,11,2.142857142857143
elf,63,162,30,13,12,12,11,12,14,2.5714285714285716
elf,65,145,30,14,10,10,10,15,16,2.230769230769231
elf,68,160,30,13,12,13,9,17,8,2.3529411764705883
elf,68,132,30,13,11,12,10,15,11,1.9411764705882353
elf,67,181,30,6,15,13,14,13,10,2.701492537313433
elf,64,150,30,14,13,12,10,17,5,2.34375
elf,65,156,30,10,15,14,12,11,11,2.4
elf,72,180,30,12,11,9,15,7,13,2.5
elf,64,140,30,15,12,15,11,7,16,2.1875
elf,62,138,30,11,14,9,8,10,14,2.225806451612903
elf,69,135,30,14,17,12,16,14,13,1.9565217391304348
elf,64,110,30,16,8,9,11,7,15,1.71875
elf,65,134,30,11,16,10,14,10,10,2.0615384615384613
elf,63,126,30,13,13,18,11,14,4,2.0
elf,63,126,30,12,15,11,7,14,11,2.0
elf,65,145,30,11,13,17,12,14,12,2.230769230769231
elf,58,122,30,13,8,9,12,7,12,2.103448275862069
elf,67,181,30,14,11,14,11,17,9,2.701492537313433
elf,70,154,30,9,7,13,7,11,10,2.2
elf,67,168,30,9,10,11,13,13,15,2.5074626865671643
elf,59,125,30,15,16,14,15,18,8,2.1186440677966103
elf,66,126,30,13,9,15,12,12,14,1.9090909090909092
elf,72,198,30,8,9,14,11,14,17,2.75
elf,71,192,30,9,13,10,14,15,13,2.704225352112676
elf,71,175,30,15,14,7,11,14,10,2.464788732394366
elf,60,108,30,8,16,17,18,16,10,1.8
elf,59,110,30,10,12,10,16,12,15,1.8644067796610169
elf,68,160,30,10,17,9,9,13,12,2.3529411764705883
elf,64,110,30,11,5,15,12,8,12,1.71875
elf,71,226,30,12,11,7,14,13,15,3.183098591549296
elf,69,180,30,15,14,18,9,13,9,2.608695652173913
elf,67,155,30,12,8,13,12,15,16,2.3134328358208953
elf,62,106,30,15,13,14,14,16,10,1.7096774193548387
elf,68,146,30,13,17,13,8,11,17,2.1470588235294117
elf,67,155,30,10,17,11,13,6,12,2.3134328358208953
elf,61,111,30,11,14,16,17,11,8,1.819672131147541
elf,67,155,30,12,7,18,7,13,6,2.3134328358208953
elf,67,129,30,16,9,10,15,11,15,1.9253731343283582
elf,67,142,30,15,11,17,10,13,17,2.1194029850746268
elf,64,160,30,11,11,13,16,11,6,2.5
elf,62,114,30,17,17,15,13,8,11,1.8387096774193548
elf,71,175,30,12,13,11,18,12,17,2.464788732394366
elf,69,120,30,14,11,13,13,9,12,1.7391304347826086
elf,60,132,30,10,11,15,9,15,11,2.2
elf,64,120,30,17,15,10,11,16,10,1.875
elf,63,126,30,12,11,15,17,4,15,2.0
elf,62,114,30,17,7,15,9,10,7,1.8387096774193548
elf,65,178,30,14,14,8,12,10,8,2.7384615384615385
elf,66,174,30,12,16,13,14,17,14,2.6363636363636362
elf,60,126,30,10,16,11,10,8,15,2.1
elf,72,180,30,7,13,9,14,10,14,2.5
elf,71,226,30,12,12,14,10,10,11,3.183098591549296
elf,65,112,30,11,16,15,9,15,9,1.7230769230769232
elf,65,167,30,13,13,12,9,14,9,2.5692307692307694
elf,64,150,30,12,15,9,14,12,18,2.34375
elf,63,135,30,15,12,15,10,17,12,2.142857142857143
